,node_id,lattitude,longitude
0,0,0.3824146853488344,0.66234119429663
1,1,0.38533173851485003,0.6559251386167375
2,2,0.3882447232664674,0.6501473583722941
3,3,0.39307799964197443,0.6439921630876597
4,4,0.3968738303308328,0.6432484334501396
5,5,0.39725626128986846,0.6430208743818184
6,6,0.3417183355302882,0.9536778540625619
7,7,0.34118130482187325,0.9590338174976409
8,8,0.3054362153981174,0.63752060519613
9,9,0.3167342023466517,0.6297280946645856
10,10,0.29519194779410896,0.6439533115394624
11,11,0.2927590359485066,0.6383697890361191
12,12,0.30465914823673756,0.6322645457421459
13,13,0.47349021139481806,0.8616052349685788
14,14,0.4772046737945175,0.8633091528697605
15,15,0.4581970414490115,0.8811975157209986
16,16,0.45773731061530043,0.8817469876174755
17,17,0.4634615697570439,0.882496267476256
18,18,0.4760248336018549,0.8965050257252756
19,19,0.4584940357044047,0.8854378846996838
20,20,0.45897410861039134,0.8848995132456139
21,21,0.4580261680417834,0.8860595094714654
22,22,0.4592426239645988,0.8866256320314392
23,23,0.4598488177187505,0.8858819023938054
24,24,0.4587625510586122,0.8895006466007658
25,25,0.4565981545672173,0.8903054286713541
26,26,0.45591059252390664,0.8893341399655128
27,27,0.45549968266368523,0.8901111709301972
28,28,0.45635404969974047,0.8885238076737778
29,29,0.4560082344708576,0.8909881058760334
30,30,0.4549504467119334,0.8968435892170419
31,31,0.5823040244755759,0.9068339873343803
32,32,0.5920804244169915,0.9000627174992815
33,33,0.4536566909144426,0.9057294933203366
34,34,0.4543605266155737,0.8978870307982447
35,35,0.45334749141565567,0.8962996675417685
36,36,0.6242941300916414,0.9505641799826208
37,37,0.4888444075574796,0.90429753625682
38,38,0.49421878305585665,0.8986196599934715
39,39,0.5747082946834041,0.944314630938095
40,40,0.5768401438591297,0.9450306094698249
41,41,0.24603329590391354,0.9537555571589564
42,42,0.28386141352993377,0.9034539026380344
43,43,0.2865953880453844,0.9054020302709205
44,44,0.6517844065810721,0.8671998579143292
45,45,0.6538715031977631,0.867821482686054
46,46,0.4419233836189562,0.8094109550266353
47,47,0.4173908444400922,0.7758321169098963
48,48,0.4126267311103504,0.7655198059642885
49,49,0.33818695178115377,0.6308325886786292
50,50,0.3394644339207957,0.6323033972903431
51,51,0.33617715503913814,0.6396019381372753
52,52,0.4426638350502117,0.7530817603081346
53,53,0.43843675242882796,0.7419424664072949
54,54,0.4424400722550388,0.7474094342659896
55,55,0.6528015101954736,0.8657401497450223
56,56,0.4608903318198827,0.8558274547240785
57,57,0.4707603052938225,0.8733217518717993
58,58,0.5985329297466251,0.7753492476675206
59,59,0.6075078520399018,0.7985991241751549
60,60,0.5912748783544259,0.8009080161844508
61,61,0.582906149815301,0.7911507273565235
62,62,0.4591165031164337,0.6285514477751803
63,63,0.4595355498055369,0.6362107529984655
64,64,0.6324309590066548,0.9628190683398543
65,65,0.5876865368028916,0.860184378347526
66,66,0.5858842291982,0.8606283960415908
67,67,0.5906402056990601,0.8670777530485339
68,68,0.5830241338345559,0.8608226537827477
69,69,0.5896881967159686,0.8624155672603706
70,70,0.5876865368028916,0.8478351362302305
71,71,0.5956118081661259,0.8249959760896104
72,72,0.4230133932204012,0.6625021507107363
73,73,0.4175535810183817,0.6589167078308265
74,74,0.5894115445328509,0.8152941894734909
75,75,0.59081921593517,0.808867033351305
76,76,0.5856604664030556,0.8265888895672333
77,77,0.4503816172761219,0.8768405920976079
78,78,0.45202932513143423,0.8725391706859682
79,79,0.4531277970349379,0.8799875675045996
80,80,0.3567104428062464,0.7626114900679113
81,81,0.35561197090271435,0.7629112020114235
82,82,0.6802511025403248,0.94512496322983
83,83,0.6856010675519428,0.9510470492248828
84,84,0.6896287978649127,0.9413341621663562
85,85,0.4994141483181238,0.6174565556437415
86,86,0.5055737278067909,0.6001898175642282
87,87,0.39354586730459573,0.5144500008325394
88,88,0.3964629204706114,0.500563347449372
89,89,0.4442708587609161,0.5302126289732314
90,90,0.458237725593591,0.5363067718248544
91,91,0.4544215528324287,0.5460474099892849
92,92,0.4596657390681571,0.5379163359659742
93,93,0.38104769809109484,0.5045484062540027
94,94,0.3951691646731206,0.4701647860667322
95,95,0.38069374603330175,0.5540730298102403
96,96,0.3839037250402839,0.5470631004645838
97,97,0.43337564484369295,0.5158153552419549
98,98,0.4357638041302607,0.5178467361924959
99,99,0.4316384318703399,0.5275873743568695
100,100,0.4311095379908352,0.5153047348936752
101,101,0.4298361242656483,0.5217429914582112
102,102,0.4238758970853951,0.5121910608138478
103,103,0.4238881023287604,0.5128071353643122
104,104,0.4149742062523387,0.49997502400469784
105,105,0.41587332584745695,0.4987095735765479
106,106,0.41351364546210334,0.502855588795228
107,107,0.4212436329313789,0.5097156621691283
108,108,0.4190710996110738,0.5125962269596016
109,109,0.41835505866652056,0.5106480993267724
110,110,0.4144778596885317,0.5227586819335102
111,111,0.4196610197074051,0.5175081727007296
112,112,0.4149742062523387,0.5279259378486358
113,113,0.4153159530667665,0.5055640967292447
114,114,0.4124273788019366,0.5077675345362422
115,115,0.4075696919396421,0.512107807496136
116,116,0.4067478722192561,0.4864269341133536
117,117,0.4090465263877263,0.49608431896012917
118,118,0.4078910966818228,0.495384991091953
119,119,0.40364367198816353,0.5288583750062799
120,120,0.40807010691793266,0.5157987045784012
121,121,0.41370079252715186,0.5172528625266182
122,122,0.4161825253462439,0.5106480993267724
123,123,0.4381560318312836,0.5224201184417439
